"Series Code","Topic","Indicator Name","Short definition","Long definition","Unit of measure","Periodicity","Base Period","Other notes","Aggregation method","Limitations and exceptions","Notes from original source","General comments","Source","Statistical concept and methodology","Development relevance","Related source links","Other web links","Related indicators","License Type",
"fin38.39d.t","Usage","Received a public sector pension: in cash only (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year in cash only.","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year in cash only.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.39d.t.s","Usage","Received a public sector pension: in cash only (% of public sector pension recipients, age 15+)","Among respondents who report personally receiving a pension from the government, military, or public sector in the past year, the percentage who report receiving the pension in cash only.","Among respondents who report personally receiving a pension from the government, military, or public sector in the past year, the percentage who report receiving the pension in cash only.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.39e.t","Usage","Received a public sector pension: to a card (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year to a card.","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year to a card.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.39e.t.s","Usage","Received a public sector pension: to a card (% of public sector pension recipients, age 15+)","Among respondents who report personally receiving a pension from the government, military, or public sector in the past year, the percentage who report receiving the pension to a card.","Among respondents who report personally receiving a pension from the government, military, or public sector in the past year, the percentage who report receiving the pension to a card.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.acc.t","Usage","Received a public sector pension: into an account (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year directly into a financial institution account, into a card, or through a mobile phone.","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year directly into a financial institution account, into a card, or through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.acc.t.s","Usage","Received a public sector pension: into an account (% of public sector pension recipients, age 15+)","Among respondents who report personally receiving a pension from the government, military, or public sector in the past year, the percentage who report receiving the pension directly into a financial institution account, into a card, or through a mobile phone.","Among respondents who report personally receiving a pension from the government, military, or public sector in the past year, the percentage who report receiving the pension directly into a financial institution account, into a card, or through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.t.d","Usage","Received a public sector pension (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year.","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.t.d.1","Usage","Received a public sector pension, female (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, female (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.t.d.10","Usage","Received a public sector pension, urban (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, urban (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, urban (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.t.d.11","Usage","Received a public sector pension, out of labor force (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, out of labor force (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, out of labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.t.d.12","Usage","Received a public sector pension, in labor force (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, in labor force (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, in labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.t.d.2","Usage","Received a public sector pension, male (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, male (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, male (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.t.d.3","Usage","Received a public sector pension, young (% ages 15-24)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, young (% ages 15-24)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, young (% ages 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.t.d.4","Usage","Received a public sector pension, older (% age 25+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, older (% age 25+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, older (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.t.d.5","Usage","Received a public sector pension, primary education or less (% ages 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, primary education or less (% ages 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, primary education or less (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.t.d.6","Usage","Received a public sector pension, secondary education or more (% ages 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, secondary education or more (% ages 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, secondary education or more (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.t.d.7","Usage","Received a public sector pension, income, poorest 40% (% ages 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, poorest 40% (% ages 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, poorest 40% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.t.d.8","Usage","Received a public sector pension, income, richest 60% (% ages 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, richest 60% (% ages 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, richest 60% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin38.t.d.9","Usage","Received a public sector pension, rural (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, rural (% age 15+)","The percentage of respondents who report personally receiving a pension from the government, military, or public sector in the past year, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin4.8.t","Usage","Used a debit or credit card (% age 15+)","The percentage of respondents who report using a debit or credit card to make a purchase in the past year.","The percentage of respondents who report using a debit or credit card to make a purchase in the past year.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin4.t","Usage","Used a debit card (% age 15+)","The percentage of respondents who report using their own debit card to make a purchase in the past year.","The percentage of respondents who report using their own debit card to make a purchase in the past year.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin42.t.d","Usage","Received payments for the sale of agricultural products, livestock, or crops (% age 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year.","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin42.t.d.1","Usage","Received payments for the sale of agricultural products, livestock, or crops, female (% age 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, female (% age 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin42.t.d.10","Usage","Received payments for the sale of agricultural products, livestock, or crops, urban (% age 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, urban (% age 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, urban (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin42.t.d.11","Usage","Received payments for the sale of agricultural products, livestock, or crops, out of labor force (% age 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, out of labor force (% age 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, out of labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin42.t.d.12","Usage","Received payments for the sale of agricultural products, livestock, or crops, in labor force (% age 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, in labor force (% age 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, in labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin42.t.d.2","Usage","Received payments for the sale of agricultural products, livestock, or crops, male (% age 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, male (% age 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, male (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin42.t.d.3","Usage","Received payments for the sale of agricultural products, livestock, or crops, young (% ages 15-24)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, young (% ages 15-24)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, young (% ages 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin42.t.d.4","Usage","Received payments for the sale of agricultural products, livestock, or crops, older (% age 25+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, older (% age 25+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, older (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin42.t.d.5","Usage","Received payments for the sale of agricultural products, livestock, or crops, primary education or less (% ages 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, primary education or less (% ages 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, primary education or less (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin42.t.d.6","Usage","Received payments for the sale of agricultural products, livestock, or crops, secondary education or more (% ages 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, secondary education or more (% ages 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, secondary education or more (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin42.t.d.7","Usage","Received payments for the sale of agricultural products, livestock, or crops, income, poorest 40% (% ages 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, poorest 40% (% ages 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, poorest 40% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin42.t.d.8","Usage","Received payments for the sale of agricultural products, livestock, or crops, income, richest 60% (% ages 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, richest 60% (% ages 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, richest 60% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin42.t.d.9","Usage","Received payments for the sale of agricultural products, livestock, or crops, rural (% age 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, rural (% age 15+)","The percentage of respondents who report personally receiving payments from any source for the sale of agricultural products, crops, produce, or livestock in the past year, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin43.acc.t","Usage","Received payments for agricultural products: into an account (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year directly into a financial institution account, into a card, or through a mobile phone.","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year directly into a financial institution account, into a card, or through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin43.acc.t.s","Usage","Received payments for agricultural products: into an account (% of agricultural payment recipients, age 15+)","Among respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year, the percentage who report receiving this money directly into a financial institution account, into a card, or through a mobile phone.","Among respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year, the percentage who report receiving this money directly into a financial institution account, into a card, or through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin43a.t","Usage","Received payments for agricultural products: into a financial institution account (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year directly into a financial institution account.","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year directly into a financial institution account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin43a.t.s","Usage","Received payments for agricultural products: into a financial institution account (% of agricultural payment recipients, age 15+)","Among respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year, the percentage who report receiving this money directly into a financial institution account.","Among respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year, the percentage who report receiving this money directly into a financial institution account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin43b.t","Usage","Received payments for agricultural products: through a mobile phone (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year through a mobile phone.","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin43b.t.s","Usage","Received payments for agricultural products: through a mobile phone (% payment recipients, age 15+)","Among respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year, the percentage who report receiving this money through a mobile phone.","Among respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year, the percentage who report receiving this money through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin43d.t","Usage","Received payments for agricultural products: in cash only (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year in cash only.","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year in cash only.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin43d.t.s","Usage","Received payments for agricultural products: in cash only (% of agricultural payment recipients, age 15+)","Among respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year, the percentage who report receiving this money in cash only.","Among respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year, the percentage who report receiving this money in cash only.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin43e.t","Usage","Received payments for agricultural products: to a card (% age 15+)","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year to a card.","The percentage of respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year to a card.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin43e.t.s","Usage","Received payments for agricultural products: to a card (% of agricultural payment recipients, age 15+)","Among respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year, the percentage who report receiving this money to a card.","Among respondents who report personally receiving money from any source for the sale of agricultural products, crops, produce, or livestock in the past year, the percentage who report receiving this money to a card.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a1.d","Wellbeing","Worried about not having enough money for old age: very worried (% age 15+)","The percentage of respondents who are very worried about not having enough money for old age.","The percentage of respondents who are very worried about not having enough money for old age.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a1.d.1","Wellbeing","Worried about not having enough money for old age: very worried, female (% age 15+)","The percentage of respondents who are very worried about not having enough money for old age, female (% age 15+)","The percentage of respondents who are very worried about not having enough money for old age, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a1.d.10","Wellbeing","Worried about not having enough money for old age: very worried, urban (% age 15+)","The percentage of respondents who are very worried about not having enough money for old age, urban (% age 15+)","The percentage of respondents who are very worried about not having enough money for old age, urban (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a1.d.11","Wellbeing","Worried about not having enough money for old age: very worried, out of labor force (% age 15+)","The percentage of respondents who are very worried about not having enough money for old age, out of labor force (% age 15+)","The percentage of respondents who are very worried about not having enough money for old age, out of labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a1.d.12","Wellbeing","Worried about not having enough money for old age: very worried, in labor force (% age 15+)","The percentage of respondents who are very worried about not having enough money for old age, in labor force (% age 15+)","The percentage of respondents who are very worried about not having enough money for old age, in labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a1.d.2","Wellbeing","Worried about not having enough money for old age: very worried, male (% age 15+)","The percentage of respondents who are very worried about not having enough money for old age, male (% age 15+)","The percentage of respondents who are very worried about not having enough money for old age, male (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a1.d.3","Wellbeing","Worried about not having enough money for old age: very worried, young (% ages 15-24)","The percentage of respondents who are very worried about not having enough money for old age, young (% ages 15-24)","The percentage of respondents who are very worried about not having enough money for old age, young (% ages 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a1.d.4","Wellbeing","Worried about not having enough money for old age: very worried, older (% age 25+)","The percentage of respondents who are very worried about not having enough money for old age, older (% age 25+)","The percentage of respondents who are very worried about not having enough money for old age, older (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a1.d.5","Wellbeing","Worried about not having enough money for old age: very worried, primary education or less (% ages 15+)","The percentage of respondents who are very worried about not having enough money for old age, primary education or less (% ages 15+)","The percentage of respondents who are very worried about not having enough money for old age, primary education or less (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a1.d.6","Wellbeing","Worried about not having enough money for old age: very worried, secondary education or more (% ages 15+)","The percentage of respondents who are very worried about not having enough money for old age, secondary education or more (% ages 15+)","The percentage of respondents who are very worried about not having enough money for old age, secondary education or more (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a1.d.7","Wellbeing","Worried about not having enough money for old age: very worried, income, poorest 40% (% ages 15+)","The percentage of respondents who are very worried about not having enough money for old age, poorest 40% (% ages 15+)","The percentage of respondents who are very worried about not having enough money for old age, poorest 40% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a1.d.8","Wellbeing","Worried about not having enough money for old age: very worried, income, richest 60% (% ages 15+)","The percentage of respondents who are very worried about not having enough money for old age, richest 60% (% ages 15+)","The percentage of respondents who are very worried about not having enough money for old age, richest 60% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a1.d.9","Wellbeing","Worried about not having enough money for old age: very worried, rural (% age 15+)","The percentage of respondents who are very worried about not having enough money for old age, rural (% age 15+)","The percentage of respondents who are very worried about not having enough money for old age, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a2.d","Wellbeing","Worried about not having enough money for old age: somewhat worried (% age 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age.","The percentage of respondents who are somewhat worried about not having enough money for old age.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a2.d.1","Wellbeing","Worried about not having enough money for old age: somewhat worried, female (% age 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, female (% age 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a2.d.10","Wellbeing","Worried about not having enough money for old age: somewhat worried, urban (% age 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, urban (% age 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, urban (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a2.d.11","Wellbeing","Worried about not having enough money for old age: somewhat worried, out of labor force (% age 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, out of labor force (% age 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, out of labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a2.d.12","Wellbeing","Worried about not having enough money for old age: somewhat worried, in labor force (% age 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, in labor force (% age 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, in labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a2.d.2","Wellbeing","Worried about not having enough money for old age: somewhat worried, male (% age 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, male (% age 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, male (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a2.d.3","Wellbeing","Worried about not having enough money for old age: somewhat worried, young (% ages 15-24)","The percentage of respondents who are somewhat worried about not having enough money for old age, young (% ages 15-24)","The percentage of respondents who are somewhat worried about not having enough money for old age, young (% ages 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a2.d.4","Wellbeing","Worried about not having enough money for old age: somewhat worried, older (% age 25+)","The percentage of respondents who are somewhat worried about not having enough money for old age, older (% age 25+)","The percentage of respondents who are somewhat worried about not having enough money for old age, older (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a2.d.5","Wellbeing","Worried about not having enough money for old age: somewhat worried, primary education or less (% ages 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, primary education or less (% ages 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, primary education or less (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a2.d.6","Wellbeing","Worried about not having enough money for old age: somewhat worried, secondary education or more (% ages 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, secondary education or more (% ages 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, secondary education or more (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a2.d.7","Wellbeing","Worried about not having enough money for old age: somewhat worried, income, poorest 40% (% ages 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, poorest 40% (% ages 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, poorest 40% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a2.d.8","Wellbeing","Worried about not having enough money for old age: somewhat worried, income, richest 60% (% ages 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, richest 60% (% ages 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, richest 60% (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a2.d.9","Wellbeing","Worried about not having enough money for old age: somewhat worried, rural (% age 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, rural (% age 15+)","The percentage of respondents who are somewhat worried about not having enough money for old age, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a3.d","Wellbeing","Worried about not having enough money for old age: not worried at all (% age 15+)","The percentage of respondents who are not worried at all about not having enough money for old age.","The percentage of respondents who are not worried at all about not having enough money for old age.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a3.d.1","Wellbeing","Worried about not having enough money for old age: not worried at all, female (% age 15+)","The percentage of respondents who are not worried at all about not having enough money for old age, female (% age 15+)","The percentage of respondents who are not worried at all about not having enough money for old age, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a3.d.10","Wellbeing","Worried about not having enough money for old age: not worried at all, urban (% age 15+)","The percentage of respondents who are not worried at all about not having enough money for old age, urban (% age 15+)","The percentage of respondents who are not worried at all about not having enough money for old age, urban (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a3.d.11","Wellbeing","Worried about not having enough money for old age: not worried at all, out of labor force (% age 15+)","The percentage of respondents who are not worried at all about not having enough money for old age, out of labor force (% age 15+)","The percentage of respondents who are not worried at all about not having enough money for old age, out of labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a3.d.12","Wellbeing","Worried about not having enough money for old age: not worried at all, in labor force (% age 15+)","The percentage of respondents who are not worried at all about not having enough money for old age, in labor force (% age 15+)","The percentage of respondents who are not worried at all about not having enough money for old age, in labor force (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a3.d.2","Wellbeing","Worried about not having enough money for old age: not worried at all, male (% age 15+)","The percentage of respondents who are not worried at all about not having enough money for old age, male (% age 15+)","The percentage of respondents who are not worried at all about not having enough money for old age, male (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a3.d.3","Wellbeing","Worried about not having enough money for old age: not worried at all, young (% ages 15-24)","The percentage of respondents who are not worried at all about not having enough money for old age, young (% ages 15-24)","The percentage of respondents who are not worried at all about not having enough money for old age, young (% ages 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a3.d.4","Wellbeing","Worried about not having enough money for old age: not worried at all, older (% age 25+)","The percentage of respondents who are not worried at all about not having enough money for old age, older (% age 25+)","The percentage of respondents who are not worried at all about not having enough money for old age, older (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
"fin44a3.d.5","Wellbeing","Worried about not having enough money for old age: not worried at all, primary education or less (% ages 15+)","The percentage of respondents who are not worried at all about not having enough money for old age, primary education or less (% ages 15+)","The percentage of respondents who are not worried at all about not having enough money for old age, primary education or less (% ages 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","CC BY-4.0",
