"Series Code","Topic","Indicator Name","Short definition","Long definition","Unit of measure","Periodicity","Base Period","Other notes","Aggregation method","Limitations and exceptions","Notes from original source","General comments","Source","Statistical concept and methodology","Development relevance","Related source links","Other web links","Related indicators","License Type",
"fin26.28.t.a.7","Time series variables","Sent or received domestic remittances in the past year, income, poorest 40% (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, income, poorest 40% (% age 15+).","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, income, poorest 40% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin26.28.t.a.8","Time series variables","Sent or received domestic remittances in the past year, income, richest 60%  (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, income, richest 50% (% age 15+).","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, income, richest 50% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin26.28.t.a.9","Time series variables","Sent or received domestic remittances in the past year, rural  (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, rural (% age 15+).","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin26.t.a","Time series variables","Received domestic remittances in the past year (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person.","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin26.t.a.1","Time series variables","Received domestic remittances in the past year, male  (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, male (% age 15+).","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, male (% age 15+).","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin26.t.a.10","Time series variables","Received domestic remittances in the past year, in labor force (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, in labor force  (% age 15+).","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, in labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin26.t.a.11","Time series variables","Received domestic remittances in the past year, out of labor force (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, out of labor force  (% age 15+).","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, out of labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin26.t.a.2","Time series variables","Received domestic remittances in the past year, female (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, female (% age 15+).","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin26.t.a.3","Time series variables","Received domestic remittances in the past year, young adults (% age 15-24)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, young adults (% age 15-24).","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, young adults (% age 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin26.t.a.4","Time series variables","Received domestic remittances in the past year, older adults (% age 25+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, older adults (% age 25+).","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, older adults (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin26.t.a.5","Time series variables","Received domestic remittances in the past year, primary education or less (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, primary education or less (% age 15+).","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, primary education or less (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin26.t.a.6","Time series variables","Received domestic remittances in the past year, secondary education or more (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, secondary education or more (% age 15+).","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, secondary education or more (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin26.t.a.7","Time series variables","Received domestic remittances in the past year, income, poorest 40% (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, income, poorest 40% (% age 15+).","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, income, poorest 40% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin26.t.a.8","Time series variables","Received domestic remittances in the past year, income, richest 60% (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, income, richest 50% (% age 15+).","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, income, richest 50% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin26.t.a.9","Time series variables","Received domestic remittances in the past year, rural (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, rural (% age 15+).","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country. This includes any money received in person, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27.29a.t.a","Time series variables","Sent or received domestic remittances: through a financial institution (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country through a bank or another type of financial institution. This includes at a branch, at an automated teller machine (ATM), or through direct deposit into an account.","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country through a bank or another type of financial institution. This includes at a branch, at an automated teller machine (ATM), or through direct deposit into an account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27.29a.t.a.s","Time series variables","Sent or received domestic remittances: through a financial institution (% senders and recipients, age 15+)","Among respondents reporting personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, the percentage who report doing so through a bank or another type of financial institution. This includes at a branch, at an automated teller machine (ATM), or through direct deposit into an account.","Among respondents reporting personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, the percentage who report doing so through a bank or another type of financial institution. This includes at a branch, at an automated teller machine (ATM), or through direct deposit into an account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27.29a.t.d","Time series variables","Sent or received domestic remittances: using an account (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country using a financial institution account or a mobile money account.","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country using a financial institution account or a mobile money account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27.29a.t.d.s","Time series variables","Sent or received domestic remittances: using an account (% senders and recipients, age 15+)","Among respondents reporting personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, the percentage who report doing so using a financial institution account or a mobile money account.","Among respondents reporting personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, the percentage who report doing so using a financial institution account or a mobile money account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27.29b.t.a","Time series variables","Sent or received domestic remittances: through a mobile phone (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country through a mobile phone.","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27.29b.t.a.s","Time series variables","Sent or received domestic remittances: through a mobile phone (% senders and recipients, age 15+)","Among respondents reporting personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, the percentage who report doing so through a mobile phone.","Among respondents reporting personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, the percentage who report doing so through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27.29c1.t.d","Time series variables","Sent or received domestic remittances: in person and in cash only (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country in person, or through someone they know, and in cash only.","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country in person, or through someone they know, and in cash only.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27.29c1.t.d.s","Time series variables","Sent or received domestic remittances: in person and in cash only (% senders and recipients, age 15+)","Among respondents reporting personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, the percentage who report doing so in person, or through someone they know, and in cash only.","Among respondents reporting personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, the percentage who report doing so in person, or through someone they know, and in cash only.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27.29c2.t.a","Time series variables","Sent or received domestic remittances: through a money transfer service (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country through a money transfer service.","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country through a money transfer service.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27.29c2.t.a.s","Time series variables","Sent or received domestic remittances: through a money transfer service (% senders and recipients, age 15+)","Among respondents reporting personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, the percentage who report doing so through a money transfer service.","Among respondents reporting personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, the percentage who report doing so through a money transfer service.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27.29c2.t.d","Time series variables","Sent or received domestic remittances: through an over-the-counter service (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country over the counter in a branch of their financial institution, through a mobile banking agent, or through a money transfer service.","The percentage of respondents who report personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country over the counter in a branch of their financial institution, through a mobile banking agent, or through a money transfer service.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27.29c2.t.d.s","Time series variables","Sent or received domestic remittances: through an over-the-counter service (% senders and recipients, age 15+)","Among respondents reporting personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, the percentage who report doing so over the counter in a branch of their financial institution, through a mobile banking agent, or through a money transfer service.","Among respondents reporting personally sending any of their money in the past 12 months to, or receiving any of it from, a relative or friend living in a different area of their country, the percentage who report doing so over the counter in a branch of their financial institution, through a mobile banking agent, or through a money transfer service.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27a.t.a","Time series variables","Received domestic remittances: through a financial institution (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country through a bank or another type of financial institution. This includes at a branch, at an automated teller machine (ATM), or through direct deposit into an account.","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country through a bank or another type of financial institution. This includes at a branch, at an automated teller machine (ATM), or through direct deposit into an account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27a.t.a.s","Time series variables","Received domestic remittances: through a financial institution (% recipients, age 15+)","Among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who report receiving it through a bank or another type of financial institution. This includes at a branch, at an automated teller machine (ATM), or through direct deposit into an account.","Among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who report receiving it through a bank or another type of financial institution. This includes at a branch, at an automated teller machine (ATM), or through direct deposit into an account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27a.t.d","Time series variables","Received domestic remittances: using an account (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country using a financial institution account or a mobile money account.","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country using a financial institution account or a mobile money account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27a.t.d.s","Time series variables","Received domestic remittances: using an account (% recipients, age 15+)","Among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who report receiving it using a financial institution account or a mobile money account.","Among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who report receiving it using a financial institution account or a mobile money account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27b.t.a","Time series variables","Received domestic remittances: through a mobile phone (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country through a mobile phone.","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27b.t.a.s","Time series variables","Received domestic remittances: through a mobile phone (% recipients, age 15+)","Among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who report receiving it through a mobile phone.","Among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who report receiving it through a mobile phone.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27c1.t.d","Time series variables","Received domestic remittances: in person and in cash only (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country only by having cash handed to them by that person or by someone else they know.","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country only by having cash handed to them by that person or by someone else they know.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27c1.t.d.s","Time series variables","Received domestic remittances: in person and in cash only (% recipients, age 15+)","Among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who report receiving it only by having cash handed to them by that person or by someone else they know.","Among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who report receiving it only by having cash handed to them by that person or by someone else they know.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27c2.t.a","Time series variables","Received domestic remittances: through a money transfer service (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country through a money transfer service.","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country through a money transfer service.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27c2.t.a.s","Time series variables","Received domestic remittances: through a money transfer service (% recipients, age 15+)","Among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who report receiving it through a money transfer service.","Among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who report receiving it through a money transfer service.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27c2.t.d","Time series variables","Received domestic remittances: through an over-the-counter service (% age 15+)","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country over the counter in a branch of their financial institution, through a mobile banking agent, or through a money transfer service.","The percentage of respondents who report personally receiving any money in the past 12 months from a relative or friend living in a different area of their country over the counter in a branch of their financial institution, through a mobile banking agent, or through a money transfer service.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin27c2.t.d.s","Time series variables","Received domestic remittances: through an over-the-counter service (% recipients, age 15+)","Among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who report receiving it over the counter in a branch of their financial institution, through a mobile banking agent, or through a money transfer service.","Among respondents reporting personally receiving any money in the past 12 months from a relative or friend living in a different area of their country, the percentage who report receiving it over the counter in a branch of their financial institution, through a mobile banking agent, or through a money transfer service.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin28.t.a","Time series variables","Sent domestic remittances in the past year (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way.","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin28.t.a.1","Time series variables","Sent domestic remittances in the past year, male (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, male (% age 15+).","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, male (% age 15+).","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin28.t.a.10","Time series variables","Sent domestic remittances in the past year, in labor force (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, in labor force  (% age 15+).","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, in labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin28.t.a.11","Time series variables","Sent domestic remittances in the past year, out of labor force  (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, out of labor force  (% age 15+).","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, out of labor force  (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin28.t.a.2","Time series variables","Sent domestic remittances in the past year, female  (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, female (% age 15+).","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, female (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin28.t.a.3","Time series variables","Sent domestic remittances in the past year, young adults  (% age 15-24)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, young adults (% age 15-24).","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, young adults (% age 15-24)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin28.t.a.4","Time series variables","Sent domestic remittances in the past year, older adults (% age 25+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, older adults (% age 25+).","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, older adults (% age 25+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin28.t.a.5","Time series variables","Sent domestic remittances in the past year, primary education or less (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, primary education or less (% age 15+).","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, primary education or less (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin28.t.a.6","Time series variables","Sent domestic remittances in the past year, secondary education or more  (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, secondary education or more (% age 15+).","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, secondary education or more (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin28.t.a.7","Time series variables","Sent domestic remittances in the past year, income, poorest 40%  (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, income, poorest 40% (% age 15+).","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, income, poorest 40% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin28.t.a.8","Time series variables","Sent domestic remittances in the past year, income, richest 60%  (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, income, richest 50% (% age 15+).","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, income, richest 50% (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin28.t.a.9","Time series variables","Sent domestic remittances in the past year, rural  (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, rural (% age 15+).","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country. This can be money they brought themselves or sent in some other way, rural (% age 15+)","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin29a.t.a","Time series variables","Sent domestic remittances: through a financial institution (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country through a bank or another type of financial institution. This includes at a branch, at an automated teller machine (ATM), or through direct deposit into an account, using their own account or someone else’s.","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country through a bank or another type of financial institution. This includes at a branch, at an automated teller machine (ATM), or through direct deposit into an account, using their own account or someone else’s.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin29a.t.a.s","Time series variables","Sent domestic remittances: through a financial institution (% senders, age 15+)","Among respondents reporting personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country, the percentage who report sending it through a bank or another type of financial institution. This includes at a branch, at an automated teller machine (ATM), or through direct deposit into an account, using their own account or someone else’s.","Among respondents reporting personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country, the percentage who report sending it through a bank or another type of financial institution. This includes at a branch, at an automated teller machine (ATM), or through direct deposit into an account, using their own account or someone else’s.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin29a.t.d","Time series variables","Sent domestic remittances: using an account (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country using a financial institution account or a mobile money account.","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country using a financial institution account or a mobile money account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin29a.t.d.s","Time series variables","Sent domestic remittances: using an account (% senders, age 15+)","Among respondents reporting personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country, the percentage who report sending it using a financial institution account or a mobile money account.","Among respondents reporting personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country, the percentage who report sending it using a financial institution account or a mobile money account.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin29b.t.a","Time series variables","Sent domestic remittances: through a mobile phone (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country through a mobile phone, using their own account or someone else’s.","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country through a mobile phone, using their own account or someone else’s.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin29b.t.a.s","Time series variables","Sent domestic remittances: through a mobile phone (% senders, age 15+)","Among respondents reporting personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country, the percentage who report sending it through a mobile phone, using their own account or someone else’s.","Among respondents reporting personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country, the percentage who report sending it through a mobile phone, using their own account or someone else’s.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin29c1.t.d","Time series variables","Sent domestic remittances: in person and in cash only (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country only by handing cash to the recipient or sending it through someone they know.","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country only by handing cash to the recipient or sending it through someone they know.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin29c1.t.d.s","Time series variables","Sent domestic remittances: in person and in cash only (% senders, age 15+)","Among respondents reporting personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country, the percentage who report doing so only by handing cash to the recipient or sending it through someone they know.","Among respondents reporting personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country, the percentage who report doing so only by handing cash to the recipient or sending it through someone they know.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin29c2.t.a","Time series variables","Sent domestic remittances: through a money transfer service (% age 15+)","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country through a money transfer service.","The percentage of respondents who report personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country through a money transfer service.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
"fin29c2.t.a.s","Time series variables","Sent domestic remittances: through a money transfer service (% senders, age 15+)","Among respondents reporting personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country, the percentage who report sending it through a money transfer service.","Among respondents reporting personally sending any of their money in the past 12 months to a relative or friend living in a different area of their country, the percentage who report sending it through a money transfer service.","Percent","Triennial","","","Weighted average","","","","Global Findex database","","","","","","",
